Sr.no,name,year,movie_rated,run_length,genres,release_date,IMDB_rating,num_raters,num_reviews,review_url,image_Url,rating,keyword,review_date,review,sentiments
1,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/exiIk4Tzwlc6unOZGkJH-8BXLpQ=/206x305/v2/https://flxt.tmsimg.com/assets/p40_p_v8_ar.jpg,9,Considering there are already a bazillion reviews of this film on IMDb  why not add one more?!,17-Oct-11,"This film is currently the 48th highest rated movie on IMDb and there are something like a bazillion reviews for it already on this site  so it's not like my review is going to matter very much. Still  I decided to finally see this film for the first time and thought I'd toss my impressions into the HUGE pool of information.Jack Nicholson  like the story's author Stephen King  is a school teacher who has quit in order to become a writer. He arranges an unusual job that will give him LOTS of spare time--he and his wife and son will move to a resort in the mountains and be the caretakers during the off-season. This is problematic for several reasons. First  they are all alone and the snow will keep them alone for months on end. So  if there are any problems  they are screwed. Second  Nicholson plays an alcoholic in recovery--and there's no booze in the place. Third  and probably the biggest one of all  is that the place is evil and begins screwing with the family--particularly their weirdo kid and the father. For the most part  the wife (Shelley Duvall) is there to look scared and be preyed upon! I could tell you more about the film....but won't. I don't want to spoil the suspense.I should also note that this is a very adult film. I am not talking about the violence--though it is violent and scary. But the language and very explicit nude scenes make it something you might want to think about before you watch it or let your kids see it.So what did I like about the film? Well the music was great--and REALLY pulled off the scare-factor!! And  the film is quite tense and exciting. I also liked the cinematography. It's odd  though  that the opening scenes shot by helicopter were GORGEOUS but the VERY Obsessive-Compulsive Kubrick (who was known to make a bazillion retakes of scenes) didn't catch or care that you can actually see a shadow of the 'copter in the opening. Look carefully at the bottom right of the screen and you'll see it.My complaints about the film are few. But  I do think that Nicholson's characterization is something you'll either love or hate. I thought he seriously over-acted and agreed with King's assertion that he ALREADY seemed crazed when the film began. King's notion of the problem being related to alcohol are pretty much minimized in the Kubrick treatment---it's much more a film about insanity and evil spirits.I understand that Stephen King hated this particular adaptation of his novel and later he produced his own mini-series more in line with his vision for the film. But  considering he was not yet a big-name author and the god-like Stanley Kubrick was at the helm (and NO ONE tells him how to make a movie)  it was a losing battle from the start. Kubrick helped write the screenplay  produced and directed the film. And  whatever King thought of it  the film WAS immensely successful--at least today when you ask people what they thought about the movie. I'll have to make it a point to see the mini-series as well---even if it currently has a mediocre score of 6.0.So  considering my score of 9  I liked it. Sure  there was some overacting but the basic story is very  very tense and I am sure a lot of viewers were scared half to death watching it. I am not a huge fan of horror films but can sure respect what was accomplished here.By the way  it's interesting that this film is an awful lot like King's later film ""1408""--an awful lot. In ""The Shining"" you have an evil resort and in ""1408"" you have an evil hotel room--both which screw with people and cause death and mayhem--at least in the film versions.",positive
2,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/exiIk4Tzwlc6unOZGkJH-8BXLpQ=/206x305/v2/https://flxt.tmsimg.com/assets/p40_p_v8_ar.jpg,9,A chilling Stephen King adaptation  with Kubrick trying to be different,16-May-10,Very loosely based on the book  which is very chilling and shocking  this is a great film. Having seen The Shawshank Redemption  Stand By Me and It and liking all three of them  I knew I should check out the Shining. I did feel that Jack Torrence's hallucinations  apparitions and time-warps were introduced a little too quickly and the build up to the ending was rushed too. But it is very stylishly filmed  making perfect use of an amazing set built at Elstree and a gliding Steadicam  and the music is atmospheric. The story is also effective  and there are really nice touches in the script. Kubrick here tries to be different  and I think he does a superb job at it. The Shining is more chilling rather than shocking  the blood flowing from the doors and the old woman in the bathtub made my hairs stand up on the back of my neck  and is constantly discomforting in an eerie sort of way. Jack Nicolson gives a barnstorming performance as Jack  a performance that is both hammy and disturbing  and Shelley Duvall does decently in a somewhat thankless role. Young Danny Lloyd is superb as Danny  his chanting of Redrum especially became increasingly hypnotic and distorted. The film concludes with a fairly suspenseful ending  and is overall a film with one or two problems and a very loose adaptation but it is a chilling adaptation with Kubrick succeeding at being different. 9/10 Bethany Cox,positive
3,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/exiIk4Tzwlc6unOZGkJH-8BXLpQ=/206x305/v2/https://flxt.tmsimg.com/assets/p40_p_v8_ar.jpg,10,Better than the novel  by far,6-Feb-15,Probably the most popular and easily accessible Kubrick film in existence  THE SHINING is a film I've seen plenty of times over the years and yet it's a movie that never gets old. Part of the reason for that is the professionalism of the director; his cinematography is exceptional  really bringing the Overlook Hotel to life so that it becomes a character in itself.As well as being superb-looking  THE SHINING is both a creepy and exceptionally entertaining movie. It's far more effective than the Stephen King novel on which it was based  purely because it takes a more realistic approach to the material: you can argue perfectly correctly that this is a psychological tale of terror in which all of the events take place in the minds of the protagonists. Gone are the living hedges of the King novels  elements which Kubrick rightly realised wouldn't translate to the screen very well (check out the '90s THE SHINING TV miniseries to see how they did).Kubrick's main beef with the film is that the Jack Nicholson character seems psychotic from the outset  a contrast to his rational character in the book. But Nicholson is what makes this film a real delight to watch; he's a fantastic psycho and probably the most entertaining cinematic psychopath  better even than Anthony Perkins's Norman Bates. Duvall and Lloyd are fine  of course  but it's Nicholson who makes this such a compelling production. Finally  Kubrick throws in plenty of creepy stylistic techniques  like the subliminal images and some truly grotesque imagery  which makes this a chilly  frightening classic and one of the best 'haunted house' flicks in existence.,positive
4,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/exiIk4Tzwlc6unOZGkJH-8BXLpQ=/206x305/v2/https://flxt.tmsimg.com/assets/p40_p_v8_ar.jpg,0,One of the All Time Greats,13-Jul-18,The Shining (1980) ****Stanley Kubrick's horror masterpiece has writer Jack Torrance (Jack Nicholson) taking his wife (Shelley Duvall) and young son (Danny Lloyd) to a mountaintop hotel where they are going to take care of it for the winter. Before long Jack begins seeing things that may or may not be real.To me THE SHINING is a film that I really didn't care too much for the first time I saw it. In fact  it took several viewings before I'd even call the film good. It took several more for me to love the film and now I'm at the point where I call it one of the greatest movies ever made. I could honestly write thousands of paragraphs about the greatness of this film but I think theories on its meaning and various ideas are already all over the place.For my money what's so amazing about this movie is the sheer terror and atmosphere that Kubrick creates. The entire movie has a very claustrophobic feel to it and no matter how many times you watch it you can sink back into it as if it was your first time seeing it. You may know the story  the twists and what happens but no matter how many times you see it you always feel as if you're seeing something for the first time. That's a huge compliment and I think that's the reason Kubrick's films always work the more times you watch them. I think the film manages to be one of the scariest pictures ever made and especially the scenes with Danny riding around on his bike and running into the twin girls. The creepiness of what Jack finds in one of the rooms is just as good. The various ghostly images that are seen throughout the picture are incredibly effective. Even more impressive is that Kubrick has made a horror film that takes place during the day  in the light and doesn't try to use darkness to build up any horror.Nicholson is one of the greatest actors of all time and for years people debated his performance here. Many found it to be over-the-top and I used to be one of them but over time I've come to realize that the performance is just flawless. Does it make sense all of the time? No but neither does the story and the two work perfectly together because you mind can go into overdrive trying to find out why things are happening. Duvall  Lloyd  Joe Turkel  Barry Nelson and Scatman Crothers are all very good as well.THE SHINING isn't the easiest movie to watch and there's no question that you must pay attention to it throughout the long running time. With that said  to me it's one of the greatest films ever made and it's one that continues to get richer and better no matter how many times you see it.,positive
5,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/exiIk4Tzwlc6unOZGkJH-8BXLpQ=/206x305/v2/https://flxt.tmsimg.com/assets/p40_p_v8_ar.jpg,8,creepiness that haunts,17-Oct-14,Jack Torrance (Jack Nicholson) is a former teacher trying to do some writing. He gets a job to watch the Overlook Hotel for the winter with his wife Wendy (Shelley Duvall) and child Danny. Danny has an imaginary friend and premonitions of future horrors. The family arrives at the hotel just as it is closing up. Danny continues to have visions. The chef Dick Hallorann is able to communicate with Danny telepathically. Dick calls this 'shining'. Danny asks about room 237 and Dick tells him to stay out. A month later  Jack's writing is going nowhere and he's growing more distance.As a horror  this is not scary. It doesn't make you turn away from the screen. There is not a thrilling drama or an exciting action movie. This is simply art and nothing less. Director Stanley Kubrick is impeccable in his vision. It imparts a mood of foreboding. There is a feeling of wrongness about every scene of this movie. It makes the audience uneasy. There is a creepiness that haunts.,positive
6,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/exiIk4Tzwlc6unOZGkJH-8BXLpQ=/206x305/v2/https://flxt.tmsimg.com/assets/p40_p_v8_ar.jpg,9,Very Good; But Could Have Been Great,19-Apr-06,"I always try hard not to compare media. Unfortunately  I had read the King novel just before seeing the movie. There are plot elements that could have been included that would have made this a much better movie. One of the things is ""the shining"" itself  the supernatural abilities of the young boy. The character of Dick Halloran (Scatman Crothers) is used up with virtually no effect on the plot. I don't know why King allowed that to happen  because it weakens so badly the chance of the victims to escape. The topiary could have been used to a better advantage as well. The way things are  it is too one sided. That being said  I think the Nicholson role is awesome. This is one of the scariest movies I've ever seen. It has enough shadows and manipulation of the supernatural to really be frightening. I loved when Jack was telling the man who hires him what a great opportunity this was for him to work. He's about as wolfy and sly as he can be. Of course  when he finally gets there  the hotel takes over and he begins to become that wolf. One of the most terrifying moments in all of film is when Shelly Duvall   the wife  picks up all the pages he has typed and they are just gibberish. Kubrick plays with us in grand style. I saw the movie a few years after my first viewing  and because the book was behind me  I enjoyed it a great deal more  even though I knew the events unfolding. Kubrick seldom disappoints and this is no exception.",positive
7,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/exiIk4Tzwlc6unOZGkJH-8BXLpQ=/206x305/v2/https://flxt.tmsimg.com/assets/p40_p_v8_ar.jpg,0,mark of Kubrick,20-Jan-16,it is his movie. and that fact is obvious in each scene. in tempo  in manner to build the fear  in the outdoor scenes  in the indoor scenes. more than a horror  a not most expected adaptation  it is a film by a clockmaker. each detail  each dialog  each line of terror  the expectation itself are the result of carefully manner to use the book in the best form as tool of personal vision. Jack Nicholson is the cause to remind this horror again and again. but his performance is only the top of a film who has strong  deep roots in social tensions. and that fact does it more than one of the most impressive adaptations of Stephen King.,positive
8,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/exiIk4Tzwlc6unOZGkJH-8BXLpQ=/206x305/v2/https://flxt.tmsimg.com/assets/p40_p_v8_ar.jpg,8,Great fun watch,28-Jul-17,"""The Shining"" is a British/American movie from 1980  so this one is already over 35 years old and it is among the later career efforts by writer and director Stanley Kubrick  even if he lived on for a long time afterward still. It is based on a novel by Stephen King who was only in his early 30s when this came out. There exist quite a lot versions of this film here and the one I watched is the one common here in Germany I believe  the one running for slightly under 115 minutes  one of the shorter I guess. Today the movie is considered among the modern (can you still call it that?) horror film classics  but there are a few factors that make it an unusual horror film I think. First of all  it is not too common to see really big-name actors in this genre  but lead actor Jack Nicholson was one of the biggest and most lauded performers in the industry back then. Also huge filmmaking legends like Kubrick weren't normally associated with the horror genre. I guess the exception proves the rule with this one.The Razzie recognition is a bad joke obviously. Kubrick's direction was really strong and Duvall did a good job too. Yes her portrayal is reduced to fear and screaming  but it is not her fault that the character is very one-dimensional and lacks in the loving-wife and loving-mother department. Besides  it is quite a challenge to star next to Nicholson  especially back then  and she did not disappoint. A good portrayal. Nicholson of course can let it all out here  like a decade later with the Joker and he is immense fun to watch. The film itself delivers in all departments I think. The soundtrack is good and the visual side is a triumph. The sets in the hotel are a joy to look at and the snow outside is even better. Back to the story  I think the film had several interesting plot twists like the Black cop who seems to be a savior  but eventually only makes the bad guy come off as stronger  an approach used in many later films too (Collateral for example). I still wouldn't call Crothers awards-worthy.I like horror films that are about an invisible danger and even if several creepy aspects are visible and clearly present  I believe that the invisible power that controls Torrance is one of the film's highlights. And the supporting characters are pretty good too  for example the barkeeper or Grady or the twins. Many  many metaphors and symbolisms in here  like the old/young lady in the shower. It is difficult to find something wrong with this one  but if I dig deep enough then maybe I'd say it is not as good on rewatch as on first watch. And that the title isn't perfect because the part about shining is never as crucial as you'd imagine because the son really is never in the center of the film. It's all about Nicholson's character and even a generic title like ""Torrance"" could have been more accurate  but maybe not as memorable. This is probably the Kubrick film that is more for the masses than the others  or most of the others. If you are among the very few who haven't seen it yet  it is high time to change it. My favorite Kubrick and favorite film from 1980  probably not my favorite film based on a Stephen King work though as Darabont's stuff is just too good. Oh yeah final note: I haven't read any of King's novels  so I cannot compare film and book  but let me assure you once more that this is a tremendous movie. Highly recommended.",positive
9,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/exiIk4Tzwlc6unOZGkJH-8BXLpQ=/206x305/v2/https://flxt.tmsimg.com/assets/p40_p_v8_ar.jpg,7,The Shining,25-Jul-20,I remember as a kid being mesmerised by the UK poster of The Shining outside the local cinema.I said this is terrible. He has an axe and is about to kill her. My friend responded but she has a big knife  so I guess it is evens.Of course I was too young to actually watch the movie. I only saw it some years later  even then I was not familiar with Stanley Kubrick's filmography.Adapted from a Stephen King novel. Jack Torrance (Jack Nicholson) gets a job as a caretaker at the Overlook Hotel for the winter.The hotel is in the Colorado Rockies where it will be isolated and snowbound. Jack hopes to spend the time writing. He will be there with his wife Wendy (Shelley Duvall) and young son Danny. Danny is a precocious child with an imaginary friend and some visions.At the job interview  Jack is warned that there is a danger of getting cabin fever due to the isolated nature of the job. The previous caretaker was involved in a notorious incident.As the family arrive  the elderly cook Dick Hallorann (Scatman Crothers) shows them around the kitchen. Soon all the staff will depart the hotel.Dick can communicate with Danny telepathically. Over some ice cream  Dick tells the boy of the 'shining' the ability to communicate without opening your mouth and having visions of past or future events.As time goes by Jack starts to unravel and goes slowly psychotic. Danny realises thorough his visions that he and his mother are in danger.The film starts of leisurely with familiar scenes of the Rockies as Warner Brothers inserted them in the ending of Blade Runner. Kubrick is infatuated with the Stedicam as Danny goes around the hotel corridor on his bike.Pretty soon the unshaven  dishevelled Jack shows the famous 'Nicholson' mannerisms. He is unhinged and has visions of his own. Drinking at the hotel bar  talking to the bartender and later a waiter who tells Jack that he should correct his wife and child.Kubrick has made an art house horror thriller (just look at that naked tall  slim woman who clearly is a model.) It is eerie and uncomfortable despite the fact that the British movie poster indicated that this would be a slasher film.Kubrick demonstrates his technical expertise as a filmmaker rather than concentrate on the source material. There is that scene with the pool of blood gushing down the stairs. The climactic chase scene in the snowy hedge maze at night which is curiously lit despite the snow and the hotel being closed. (It is the only way Kubrick could light that scene.)The Shining is unlike the slew of Stephen King adaptations that followed in the 1980s. It is better than many of the King films released in that decade by a country mile.Jack Nicholson gave a polarising performance that split opinions. Shelley Duvall's performance was even more divisive. Wendy is more resourceful than the apparitions in the hotel thought she would. I am not sure about Duvall's acting though. Was it too hysterical or not hysterical enough? I guess as the notoriously fickle Kubrick did not replace her  he was happy with the result.At least with Jack Nicholson he plays it like he was in a darkly comic drama. His performance has been parodied and emulated many times. Even by Nicholson himself later in the decade as the Joker in Batman.The Shining is an uneven film  with a director more interested in the technical aspects of making a movie than the performance and pacing side. I once read that the reason Kubrick did so many takes was that he hoped for some kind of serendipity to spontaneously happen.,positive
10,The Shining,1980,R,2h 26min,Drama; Horror; ,13 June 1980 (USA),8.4,860290,1805,https://www.imdb.com/title/tt0081505/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/exiIk4Tzwlc6unOZGkJH-8BXLpQ=/206x305/v2/https://flxt.tmsimg.com/assets/p40_p_v8_ar.jpg,0,A classic horror from a master director,29-Oct-01,When Jack Torrance (Nicholson) is offered a job as winter caretaker for the Overlook Hotel he accepts it as an opportunity to work on his novel in an isolated environment. He is told stories of the last caretaker going mad and butchering his family but isn't deterred. He arrives at the Overlook Hotel with his wife (Duvall) and child Danny (Lloyd) and is shown around the hotel by the cook (Scatman Crothers) who has the gift of perception. The cook warns Danny that the hotel can be of particular danger for those with the gift. It's only a matter of time before Jack begins to act increasingly erratic.This is one of Jack Nicholson's finest roles  his increasingly unhinged character is amusing and terrifying in almost equal measures. Duvall plays the role of the terrorised wife quite well - she does look like she's genuinely filled with fear - but doesn't have much else to do. Lloyd is excellent as the boy  although he doesn't have too much emotion to express. However no doubt that this is Jack's show.The story doesn't stick to King's novel and is better for it; this is Kubrick's Shining. The film has plenty of genuinely scary moments but manages to keep a creepy atmosphere all through - especially as the ghosts come out and Jack begins to move between his reality and the reality that is gradually claiming him.Kubrick is excellent here  his cold direction adds to the overall creep factor of the film. It's one of the best examples of his masterful touch.Overall this is an excellent horror movie - because the focus is on horror and fear rather than gore alone (as with modern horrors). Jack is excellent in one of his best roles ever and the whole package is delivered in a cold creepy manner by a sadly lost director.,positive
